Username,Round of 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Round of 32,,,,,,,,,,,,,,,,Sweet 16,,,,,,,,Elite 8,,,,Final Four,,Championship,Tie Breaker
,East,,,,,,,,West,,,,,,,,South,,,,,,,,MidWest,,,,,,,,East,,,,West,,,,South,,,,MidWest,,,,East,,West,,South,,MidWest,,East,West,South,MidWest,East/West,South/MidWest,Champion
fwbengal, UCONN, Florida Atlantic, San Diego St., Auburn, BYU, Illinois, Drake, Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, New Mexico, Baylor, Nevada, Arizona, Houston, Nebraska, James Madison, Duke, NC State, Kentucky, Florida, Marquette, Purdue, Utah St., Gonzaga, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Gonzaga, Creighton, Tennessee, UCONN, Illinois, North Carolina, Arizona, Houston, Marquette, Purdue, Creighton, UCONN, North Carolina, Houston, Purdue, UCONN, Houston, UCONN, 143, 
gkokway, UCONN, Florida Atlantic, San Diego St., Auburn, Duquesne, Illinois, Drake, Iowa State, North Carolina, Michigan St., Grand Canyon, Alabama, Clemson, Baylor, Dayton, Arizona, Houston, Nebraska, James Madison, Duke, NC State, Kentucky, Colorado, Marquette, Purdue, TCU, McNeese, Samford, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, McNeese, Creighton, Tennessee, UCONN, Iowa State, North Carolina, Baylor, Houston, Marquette, Purdue, Creighton, Iowa State, North Carolina, Houston, Creighton, Iowa State, Creighton, Iowa State, 146, 
Jaiden529, UCONN, Northwestern, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, Clemson, Baylor, Dayton, Arizona, Houston, Nebraska, James Madison, Duke, Texas Tech, Kentucky, Colorado, Marquette, Purdue, Utah St., Gonzaga, Kansas, South Carolina, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Kansas, Creighton, Tennessee, UCONN, Illinois, Alabama, Arizona, Houston, Marquette, Purdue, Creighton, UCONN, Arizona, Houston, Purdue, UCONN, Purdue, Purdue, 150, 
jblauv2284, UCONN, Northwestern, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, Clemson, Baylor, Nevada, Arizona, Houston, Nebraska, Wisconsin, Duke, Texas Tech, Kentucky, Colorado, Marquette, Purdue, TCU, Gonzaga, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Kansas, Creighton, Tennessee, UCONN, Iowa State, North Carolina, Arizona, Houston, Kentucky, Purdue, Tennessee, UCONN, Arizona, Kentucky, Tennessee, UCONN, Kentucky, Kentucky, 145, 
jblauv2284, UCONN, Northwestern, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, Clemson, Baylor, Nevada, Arizona, Houston, Texas A&M, Wisconsin, Duke, Texas Tech, Kentucky, Colorado, Marquette, Purdue, TCU, Gonzaga, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Kansas, Creighton, Tennessee, UCONN, Illinois, North Carolina, Arizona, Houston, Kentucky, Purdue, Tennessee, UCONN, Arizona, Houston, Purdue, UCONN, Houston, Houston, 153, 
jdmonroe2013, UCONN, Florida Atlantic, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, Clemson, Baylor, Dayton, Arizona, Houston, Nebraska, Wisconsin, Duke, Texas Tech, Kentucky, Florida, Marquette, Purdue, TCU, Gonzaga, Kansas, South Carolina, Creighton, Texas, Tennessee, UCONN, San Diego St., Illinois, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Kansas, Creighton, Tennessee, UCONN, Illinois, North Carolina, Arizona, Houston, Kentucky, Purdue, Tennessee, UCONN, North Carolina, Kentucky, Purdue, UCONN, Kentucky, UCONN, 155, 
JeffCarman, UCONN, Northwestern, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, Clemson, Baylor, Nevada, Arizona, Houston, Texas A&M, Wisconsin, Duke, NC State, Kentucky, Florida, Marquette, Purdue, TCU, Gonzaga, Kansas, Oregon, Creighton, Colorado St., Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Saint Mary's, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Kansas, Creighton, Tennessee, UCONN, Illinois, North Carolina, Arizona, Houston, Marquette, Purdue, Creighton, UCONN, Arizona, Marquette, Purdue, UCONN, Marquette, UCONN, 176, 
JeffD254, UCONN, Florida Atlantic, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, New Mexico, Baylor, Dayton, Arizona, Houston, Texas A&M, James Madison, Duke, Texas Tech, Kentucky, Florida, Marquette, Purdue, TCU, Gonzaga, Kansas, South Carolina, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Gonzaga, Creighton, Tennessee, UCONN, Iowa State, North Carolina, Arizona, Houston, Kentucky, Purdue, Tennessee, UCONN, North Carolina, Houston, Purdue, UCONN, Purdue, UCONN, 132, 
JEFFV1961, UCONN, Northwestern, San Diego St., Auburn, Duquesne, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, New Mexico, Baylor, Nevada, Arizona, Houston, Nebraska, Wisconsin, Duke, Texas Tech, Kentucky, Florida, Marquette, Purdue, Utah St., Gonzaga, Kansas, South Carolina, Creighton, Texas, Tennessee, UCONN, Auburn, Duquesne, Iowa State, North Carolina, Saint Mary's, New Mexico, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Kansas, Creighton, Tennessee, UCONN, Iowa State, North Carolina, Arizona, Duke, Marquette, Purdue, Creighton, UCONN, North Carolina, Duke, Creighton, UCONN, Creighton, UCONN, 150, 
Jlance777, UCONN, Florida Atlantic, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, Clemson, Baylor, Nevada, Arizona, Houston, Nebraska, Wisconsin, Duke, NC State, Kentucky, Colorado, Marquette, Purdue, TCU, Gonzaga, Kansas, Oregon, Creighton, Colorado St., Tennessee, UCONN, San Diego St., Illinois, Iowa State, North Carolina, Saint Mary's, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Gonzaga, Oregon, Tennessee, UCONN, Illinois, North Carolina, Baylor, Houston, Marquette, Purdue, Tennessee, UCONN, Baylor, Marquette, Purdue, UCONN, Marquette, UCONN, 142, 
jlslomko, UCONN, Northwestern, UAB, Auburn, Duquesne, Illinois, Washington St., Iowa State, North Carolina, Mississippi St., Grand Canyon, Alabama, New Mexico, Baylor, Nevada, Arizona, Houston, Texas A&M, James Madison, Duke, NC State, Kentucky, Colorado, Marquette, Purdue, Utah St., Gonzaga, Kansas, South Carolina, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Grand Canyon, New Mexico, Nevada, Houston, Duke, Kentucky, Colorado, Purdue, Gonzaga, Creighton, Texas, UCONN, Iowa State, North Carolina, New Mexico, Duke, Kentucky, Gonzaga, Texas, UCONN, North Carolina, Duke, Gonzaga, UCONN, Duke, UCONN, 136, 
kacey767, UCONN, Florida Atlantic, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, Clemson, Baylor, Dayton, Arizona, Houston, Texas A&M, Wisconsin, Duke, Texas Tech, Kentucky, Florida, Marquette, Purdue, TCU, Gonzaga, Kansas, South Carolina, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Gonzaga, Creighton, Tennessee, UCONN, Iowa State, Alabama, Arizona, Houston, Marquette, Purdue, Tennessee, UCONN, Arizona, Houston, Purdue, UCONN, Houston, Houston, 131, 
kacey767, UCONN, Florida Atlantic, San Diego St., Auburn, BYU, Illinois, Drake, Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, Clemson, Baylor, Dayton, Arizona, Houston, Texas A&M, Wisconsin, Duke, Texas Tech, Kentucky, Florida, Marquette, Purdue, TCU, Gonzaga, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Florida, Purdue, Gonzaga, Creighton, Tennessee, UCONN, Illinois, Alabama, Baylor, Duke, Kentucky, Purdue, Creighton, UCONN, Alabama, Duke, Purdue, Alabama, Purdue, Alabama, 129, 
kacey767, UCONN, Northwestern, San Diego St., Auburn, Duquesne, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, New Mexico, Colgate, Nevada, Arizona, Houston, Nebraska, Wisconsin, Duke, Texas Tech, Kentucky, Florida, Marquette, Purdue, TCU, Gonzaga, Kansas, South Carolina, Creighton, Texas, Tennessee, UCONN, Auburn, Duquesne, Iowa State, Michigan St., Saint Mary's, New Mexico, Arizona, Houston, Duke, Texas Tech, Marquette, Purdue, Kansas, Creighton, Tennessee, Auburn, Iowa State, Saint Mary's, Arizona, Houston, Marquette, Kansas, Tennessee, Iowa State, Saint Mary's, Houston, Tennessee, Iowa State, Houston, Houston, 129, 
kacey767, UCONN, Florida Atlantic, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, Clemson, Baylor, Dayton, Arizona, Houston, Texas A&M, Wisconsin, Duke, Texas Tech, Kentucky, Florida, Marquette, Purdue, TCU, Gonzaga, Kansas, South Carolina, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Florida, Purdue, Gonzaga, Creighton, Tennessee, Auburn, Iowa State, North Carolina, Arizona, Houston, Florida, Purdue, Tennessee, Auburn, Arizona, Houston, Purdue, Arizona, Purdue, Arizona, 129, 
keastom, UCONN, Northwestern, UAB, Auburn, BYU, Illinois, Drake, Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, New Mexico, Baylor, Dayton, Arizona, Houston, Texas A&M, Wisconsin, Duke, NC State, Kentucky, Florida, Marquette, Purdue, Utah St., Gonzaga, Kansas, South Carolina, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Kansas, South Carolina, Tennessee, UCONN, Illinois, North Carolina, Arizona, Houston, Kentucky, Purdue, Tennessee, UCONN, Arizona, Kentucky, Purdue, Arizona, Purdue, Arizona, 116, 
Keltra9086, UCONN, Northwestern, San Diego St., Auburn, Duquesne, Illinois, Drake, Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, New Mexico, Baylor, Nevada, Arizona, Houston, Texas A&M, Wisconsin, Duke, NC State, Kentucky, Colorado, Marquette, Purdue, TCU, Gonzaga, Kansas, Oregon, Creighton, Colorado St., Tennessee, UCONN, San Diego St., Illinois, Iowa State, North Carolina, Saint Mary's, New Mexico, Arizona, Houston, Wisconsin, Kentucky, Marquette, Purdue, Gonzaga, Creighton, Tennessee, UCONN, Iowa State, North Carolina, Arizona, Houston, Marquette, Purdue, Creighton, UCONN, North Carolina, Houston, Purdue, UCONN, Purdue, Purdue, 147, 
Key, UCONN, Northwestern, San Diego St., Yale, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Grand Canyon, Alabama, Clemson, Baylor, Dayton, Arizona, Houston, Texas A&M, James Madison, Duke, NC State, Kentucky, Colorado, Western Kentucky, Purdue, TCU, Gonzaga, Kansas, Oregon, Akron, Colorado St., Tennessee, UCONN, San Diego St., BYU, Washington St., North Carolina, Alabama, Clemson, Arizona, Texas A&M, Duke, Kentucky, Colorado, Purdue, Gonzaga, Oregon, Tennessee, UCONN, BYU, North Carolina, Arizona, Duke, Kentucky, Gonzaga, Tennessee, UCONN, Arizona, Kentucky, Tennessee, Arizona, Tennessee, Arizona, 142, 
kjstephens24, UCONN, Northwestern, San Diego St., Auburn, Duquesne, Illinois, Drake, Iowa State, North Carolina, Michigan St., Grand Canyon, Alabama, New Mexico, Baylor, Nevada, Arizona, Houston, Texas A&M, James Madison, Duke, NC State, Kentucky, Florida, Marquette, Purdue, Utah St., Gonzaga, Kansas, South Carolina, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Grand Canyon, New Mexico, Arizona, Texas A&M, Duke, Kentucky, Marquette, Purdue, Gonzaga, South Carolina, Tennessee, UCONN, Iowa State, North Carolina, Arizona, Texas A&M, Kentucky, Purdue, South Carolina, UCONN, North Carolina, Texas A&M, Purdue, UCONN, Purdue, UCONN, 145, 
Kobe=greatest, UCONN, Florida Atlantic, San Diego St., Auburn, Duquesne, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Grand Canyon, Alabama, New Mexico, Baylor, Nevada, Arizona, Houston, Nebraska, James Madison, Duke, Texas Tech, Kentucky, Colorado, Marquette, Purdue, Utah St., McNeese, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, San Diego St., Illinois, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, McNeese, Creighton, Tennessee, UCONN, Iowa State, North Carolina, Arizona, Duke, Marquette, Purdue, Creighton, UCONN, North Carolina, Marquette, Creighton, UCONN, Marquette, UCONN, 143, 
mattbdb, UCONN, Northwestern, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, New Mexico, Baylor, Dayton, Arizona, Houston, Texas A&M, Wisconsin, Duke, Texas Tech, Kentucky, Florida, Marquette, Purdue, TCU, Gonzaga, Kansas, South Carolina, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Gonzaga, Creighton, Tennessee, Auburn, Iowa State, Alabama, Arizona, Houston, Marquette, Purdue, Tennessee, Auburn, Alabama, Houston, Purdue, Auburn, Purdue, Auburn, 149, 
mattbdb, UCONN, Northwestern, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, New Mexico, Baylor, Dayton, Arizona, Houston, Texas A&M, Wisconsin, Duke, Texas Tech, Kentucky, Colorado, Marquette, Purdue, TCU, Gonzaga, Kansas, Oregon, Creighton, Colorado St., Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, New Mexico, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Gonzaga, Creighton, Tennessee, UCONN, Iowa State, Alabama, Arizona, Duke, Marquette, Purdue, Tennessee, UCONN, Arizona, Marquette, Tennessee, UCONN, Tennessee, UCONN, 142, 
mattbdb, UCONN, Northwestern, San Diego St., Auburn, BYU, Illinois, Drake, Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, New Mexico, Baylor, Dayton, Arizona, Houston, Texas A&M, Wisconsin, Duke, Texas Tech, Kentucky, Colorado, Marquette, Purdue, TCU, Gonzaga, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, BYU, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Gonzaga, Creighton, Tennessee, UCONN, Iowa State, Alabama, Arizona, Houston, Kentucky, Purdue, Tennessee, UCONN, Arizona, Houston, Tennessee, Arizona, Houston, Arizona, 143, 
mattbdb, UCONN, Florida Atlantic, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Mississippi St., Saint Mary's, Alabama, New Mexico, Baylor, Dayton, Arizona, Houston, Texas A&M, Wisconsin, Duke, Texas Tech, Kentucky, Colorado, Marquette, Purdue, TCU, Gonzaga, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Saint Mary's, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Gonzaga, Creighton, Tennessee, UCONN, Iowa State, Saint Mary's, Arizona, Houston, Marquette, Purdue, Tennessee, Iowa State, Saint Mary's, Marquette, Purdue, Iowa State, Purdue, Purdue, 141, 
Mckennamichael6, UCONN, Northwestern, UAB, Auburn, Duquesne, Illinois, Washington St., Iowa State, North Carolina, Mississippi St., Saint Mary's, Charleston, New Mexico, Baylor, Dayton, Arizona, Houston, Nebraska, James Madison, Duke, Texas Tech, Kentucky, Colorado, Marquette, Purdue, TCU, Gonzaga, Kansas, Oregon, Creighton, Colorado St., Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Saint Mary's, New Mexico, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Gonzaga, Oregon, Tennessee, UCONN, Iowa State, Saint Mary's, Arizona, Houston, Kentucky, Purdue, Oregon, UCONN, Saint Mary's, Kentucky, Purdue, UCONN, Kentucky, UCONN, 140, 
Mogul23, UCONN, Northwestern, San Diego St., Auburn, BYU, Illinois, Drake, Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, Clemson, Baylor, Dayton, Arizona, Houston, Nebraska, Wisconsin, Duke, NC State, Kentucky, Florida, Marquette, Purdue, Utah St., Gonzaga, Kansas, South Carolina, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, Clemson, Arizona, Houston, Wisconsin, Kentucky, Marquette, Purdue, Kansas, South Carolina, Tennessee, UCONN, Iowa State, Alabama, Arizona, Wisconsin, Kentucky, Purdue, South Carolina, UCONN, Arizona, Wisconsin, Purdue, UCONN, Purdue, UCONN, 165, 
mprewittjr, UCONN, Florida Atlantic, UAB, Auburn, BYU, Illinois, Drake, Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, New Mexico, Baylor, Dayton, Arizona, Houston, Texas A&M, James Madison, Duke, NC State, Kentucky, Florida, Marquette, Purdue, TCU, Gonzaga, Kansas, South Carolina, Creighton, Texas, Tennessee, UCONN, Auburn, BYU, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Gonzaga, South Carolina, Tennessee, UCONN, Iowa State, North Carolina, Baylor, Houston, Kentucky, Purdue, South Carolina, UCONN, North Carolina, Kentucky, Purdue, UCONN, Kentucky, UCONN, 145, 
Mredmond95, UCONN, Northwestern, San Diego St., Auburn, Duquesne, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, New Mexico, Baylor, Dayton, Arizona, Houston, Nebraska, Wisconsin, Duke, Texas Tech, Kentucky, Florida, Marquette, Purdue, TCU, McNeese, Kansas, South Carolina, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, Michigan St., Alabama, Baylor, Arizona, Nebraska, Duke, Kentucky, Marquette, Purdue, McNeese, Creighton, Tennessee, UCONN, Illinois, Alabama, Arizona, Duke, Kentucky, Purdue, Creighton, UCONN, Arizona, Kentucky, Purdue, UCONN, Purdue, Purdue, 140, 
Nate78, UCONN, Northwestern, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, Clemson, Baylor, Nevada, Arizona, Houston, Nebraska, Wisconsin, Duke, NC State, Kentucky, Florida, Marquette, Purdue, Utah St., Gonzaga, Kansas, South Carolina, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Wisconsin, Kentucky, Marquette, Purdue, Gonzaga, Creighton, Tennessee, UCONN, Iowa State, North Carolina, Arizona, Houston, Kentucky, Purdue, Tennessee, UCONN, Arizona, Houston, Tennessee, UCONN, Houston, UCONN, 15, 
Nedmac2, UCONN, Northwestern, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, New Mexico, Baylor, Nevada, Arizona, Houston, Nebraska, Wisconsin, Duke, Texas Tech, Kentucky, Florida, Marquette, Purdue, Utah St., Gonzaga, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, New Mexico, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Gonzaga, Creighton, Tennessee, UCONN, Iowa State, North Carolina, Arizona, Houston, Marquette, Purdue, Creighton, UCONN, Arizona, Marquette, Creighton, UCONN, Creighton, UCONN, 163, 
Nick20, UCONN, Northwestern, San Diego St., Auburn, BYU, Illinois, Drake, Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, New Mexico, Baylor, Nevada, Arizona, Houston, Texas A&M, Wisconsin, Duke, NC State, Kentucky, Florida, Marquette, Purdue, TCU, Gonzaga, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, BYU, Iowa State, North Carolina, Saint Mary's, Baylor, Arizona, Houston, Duke, Kentucky, Florida, Purdue, Kansas, Creighton, Tennessee, UCONN, BYU, North Carolina, Arizona, Houston, Kentucky, Purdue, Tennessee, BYU, Arizona, Houston, Purdue, BYU, Purdue, Purdue, 134, 
paulslom, UCONN, Florida Atlantic, UAB, Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Grand Canyon, Alabama, New Mexico, Baylor, Nevada, Arizona, Houston, Texas A&M, James Madison, Duke, NC State, Kentucky, Colorado, Marquette, Purdue, TCU, McNeese, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, BYU, Iowa State, Michigan St., Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, McNeese, Creighton, Tennessee, Auburn, Iowa State, Alabama, Arizona, Duke, Marquette, Purdue, Creighton, Auburn, Arizona, Marquette, Creighton, Arizona, Creighton, Arizona, 145, 
randihimes, UCONN, Northwestern, San Diego St., Auburn, BYU, Illinois, Drake, Iowa State, North Carolina, Michigan St., Grand Canyon, Alabama, New Mexico, Baylor, Nevada, Arizona, Houston, Texas A&M, James Madison, Duke, NC State, Kentucky, Florida, Marquette, Purdue, TCU, Gonzaga, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, New Mexico, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Gonzaga, Creighton, Tennessee, UCONN, Illinois, North Carolina, Arizona, Houston, Kentucky, Purdue, Creighton, UCONN, Arizona, Houston, Purdue, UCONN, Houston, UCONN, 150, 
rayman2038, UCONN, Northwestern, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Mississippi St., Saint Mary's, Alabama, New Mexico, Baylor, Nevada, Arizona, Houston, Texas A&M, Wisconsin, Duke, NC State, Kentucky, Florida, Marquette, Purdue, TCU, Gonzaga, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Saint Mary's, Baylor, Arizona, Houston, Wisconsin, NC State, Marquette, Purdue, Gonzaga, Oregon, Tennessee, UCONN, Iowa State, North Carolina, Arizona, Wisconsin, NC State, Purdue, Oregon, UCONN, North Carolina, Wisconsin, Purdue, North Carolina, Purdue, Purdue, 164, 
Richjshaw, UCONN, Florida Atlantic, UAB, Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Mississippi St., Saint Mary's, Alabama, Clemson, Baylor, Nevada, Arizona, Houston, Texas A&M, Wisconsin, Duke, NC State, Kentucky, Florida, Marquette, Purdue, TCU, Gonzaga, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Washington St., North Carolina, Alabama, Baylor, Arizona, Houston, Wisconsin, Kentucky, Marquette, Purdue, Gonzaga, Creighton, Tennessee, Auburn, Washington St., North Carolina, Arizona, Houston, Kentucky, Purdue, Tennessee, Auburn, North Carolina, Kentucky, Purdue, North Carolina, Kentucky, Kentucky, 155, 
Richjshaw, UCONN, Florida Atlantic, San Diego St., Auburn, BYU, Illinois, Drake, Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, Clemson, Baylor, Dayton, Arizona, Houston, Nebraska, Wisconsin, Duke, Texas Tech, Kentucky, Florida, Marquette, Purdue, Utah St., Gonzaga, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, San Diego St., BYU, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Florida, Purdue, Kansas, Creighton, Tennessee, UCONN, BYU, North Carolina, Baylor, Houston, Florida, Purdue, Tennessee, UCONN, Baylor, Houston, Purdue, UCONN, Houston, Houston, 160, 
rockyledo, UCONN, Northwestern, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Michigan St., Saint Mary's, Alabama, New Mexico, Baylor, Nevada, Arizona, Houston, Nebraska, Wisconsin, Duke, Texas Tech, Kentucky, Colorado, Marquette, Purdue, Utah St., Gonzaga, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Saint Mary's, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Kansas, Creighton, Texas, UCONN, Iowa State, North Carolina, Baylor, Houston, Marquette, Purdue, Creighton, UCONN, North Carolina, Houston, Purdue, North Carolina, Houston, Houston, 123, 
rockyledo, UCONN, Florida Atlantic, San Diego St., Auburn, BYU, Illinois, Washington St., Iowa State, North Carolina, Mississippi St., Grand Canyon, Alabama, New Mexico, Baylor, Dayton, Arizona, Houston, Nebraska, Wisconsin, Duke, Texas Tech, Kentucky, Colorado, Marquette, Purdue, Utah St., Gonzaga, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Iowa State, North Carolina, Alabama, Baylor, Arizona, Houston, Duke, Kentucky, Marquette, Purdue, Gonzaga, Creighton, Tennessee, UCONN, Iowa State, North Carolina, Baylor, Houston, Kentucky, Purdue, Tennessee, Iowa State, Baylor, Houston, Purdue, Iowa State, Purdue, Purdue, 135, 
sadfrog, UCONN, Northwestern, San Diego St., Auburn, Duquesne, Illinois, Drake, South Dakota St., North Carolina, Mississippi St., Grand Canyon, Alabama, Clemson, Baylor, Nevada, Arizona, Houston, Nebraska, James Madison, Duke, NC State, Oakland, Florida, Marquette, Purdue, Utah St., Gonzaga, Kansas, Oregon, Creighton, Texas, Tennessee, UCONN, Auburn, Illinois, Drake, North Carolina, Alabama, Baylor, Arizona, Houston, James Madison, NC State, Florida, Purdue, Kansas, Creighton, Texas, UCONN, Illinois, North Carolina, Arizona, James Madison, Florida, Purdue, Creighton, UCONN, Arizona, Florida, Purdue, UCONN, Purdue, Purdue, 148, 
